,red,green,blue,infrated
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.3499271061118826,0.3499271061118826,0.3499271061118826,0.0
7,0.4330127018922193,0.4330127018922193,0.4330127018922193,0.0
8,0.4714045207910317,0.4714045207910317,0.4714045207910317,0.0
9,0.4898979485566356,0.4898979485566356,0.4898979485566356,0.0
10,0.4979295977319692,0.49792959773196915,0.49792959773196915,0.0
11,0.5,0.5,0.5,0.0
12,0.49851851526214314,0.4985185152621431,0.4985185152621431,0.0
13,0.4948716593053934,0.4948716593053935,0.4948716593053935,0.0
14,0.48989794855663554,0.4898979485566356,0.4898979485566356,0.0
15,0.4841229182759271,0.4841229182759271,0.4841229182759271,0.0
16,0.47788461203740956,0.47788461203740956,0.47788461203740956,0.0
17,0.47140452079103173,0.4714045207910317,0.4714045207910317,0.0
18,0.46482951928041294,0.46482951928041305,0.46482951928041305,0.0
19,0.45825756949558394,0.45825756949558394,0.45825756949558394,0.0
20,0.45175395145262565,0.4517539514526254,0.4517539514526254,0.0
21,0.44536177141512334,0.44536177141512334,0.44536177141512334,0.0
22,0.43910891036356864,0.43910891036356864,0.43910891036356864,0.0
23,0.4330127018922193,0.4330127018922193,0.4330127018922193,0.0
24,0.4270831300812524,0.42708313008125237,0.42708313008125237,0.0
25,0.42132504423474315,0.42132504423474315,0.42132504423474315,0.0
26,0.4157397096415489,0.4157397096415489,0.4157397096415489,0.0
27,0.4103259033241447,0.4103259033241447,0.4103259033241447,0.0
28,0.4050806939472668,0.4050806939472668,0.4050806939472668,0.0
29,0.40000000000000024,0.40000000000000024,0.40000000000000024,0.0
30,0.3950789907714807,0.39507899077148007,0.39507899077148007,0.0
31,0.3903123748998999,0.3903123748998999,0.3903123748998999,0.0
32,0.38569460791993493,0.38569460791993526,0.38569460791993526,0.0
33,0.3812200410828149,0.3812200410828149,0.3812200410828149,0.0
34,0.3768830273792259,0.3768830273792259,0.3768830273792259,0.0
35,0.372677996249965,0.3726779962499654,0.3726779962499654,0.0
36,0.3685995053239423,0.3685995053239423,0.3685995053239423,0.0
37,0.36464227527765813,0.3646422752776585,0.3646422752776585,0.0
38,0.36080121229411033,0.36080121229411033,0.36080121229411033,0.0
39,0.3570714214271423,0.357071421427143,0.357071421427143,0.0
40,0.35344821332169385,0.3534482133216934,0.3534482133216934,0.0
41,0.3499271061118825,0.3499271061118825,0.3499271061118825,0.0
42,0.3465038238546821,0.3465038238546821,0.3465038238546821,0.0
43,0.3431742925123065,0.3431742925123065,0.3431742925123065,0.0
44,0.3399346342395193,0.3399346342395193,0.3399346342395193,0.0
